,title,price,url,item_id,bid_count,location,condition,start_time,date,sold_amount,date_sold,rating
0,1986-87 Fleer Set-Break # 57 Michael Jordan PSA 8 NM-MT,12000.0,https://www.ebay.com/itm/1986-87-Fleer-Set-Break-57-Michael-Jordan-PSA-8-NM-MT-/356402847881,356402847881,,Canada,Graded,2024-12-23,2024-12-28,12000.0,Active,8
1,"1986 Fleer #57 ""MICHAEL JORDAN"" (RC) BGS 7.5 HOF! 2-MINT 9 SUBGRADES GREAT CARD!",5350.0,https://www.ebay.com/itm/1986-Fleer-57-MICHAEL-JORDAN-RC-BGS-7-5-HOF-2-MINT-9-SUBGRADES-GREAT-CARD-/196633143891,196633143891,,"Bismarck,ND,USA",Graded,2024-09-13,2024-12-28,5350.0,Active,7
2,1986 fleer sticker Michael Jordan PSA 5 excellent STICKER #8,650.0,https://www.ebay.com/itm/1986-fleer-sticker-Michael-Jordan-PSA-5-excellent-STICKER-8-/116249913140,116249913140,,"Deerfield Beach,FL,USA",Graded,2024-07-12,2024-12-28,650.0,Active,5
3,1986-87 Fleer Set-Break # 57 Michael Jordan PSA 8 NM-MT,11500.0,https://www.ebay.com/itm/1986-87-Fleer-Set-Break-57-Michael-Jordan-PSA-8-NM-MT-/356402847881,356402847881,,Canada,Graded,2024-12-23,2024-12-29,11500.0,Active,8
4,"1986 Fleer #57 ""MICHAEL JORDAN"" (RC) BGS 7.5 HOF! 2-MINT 9 SUBGRADES GREAT CARD!",5200.0,https://www.ebay.com/itm/1986-Fleer-57-MICHAEL-JORDAN-RC-BGS-7-5-HOF-2-MINT-9-SUBGRADES-GREAT-CARD-/196633143891,196633143891,,"Bismarck,ND,USA",Graded,2024-09-13,2024-12-29,5200.0,Active,7
5,1986 fleer sticker Michael Jordan PSA 5 excellent STICKER #8,575.0,https://www.ebay.com/itm/1986-fleer-sticker-Michael-Jordan-PSA-5-excellent-STICKER-8-/116249913140,116249913140,,"Deerfield Beach,FL,USA",Graded,2024-07-12,2024-12-29,575.0,Active,5
6,1986 FLEER BASKETBALL #57 MICHAEL JORDAN RC PSA 1 HOF ROOKIE,2699.99,https://www.ebay.com/itm/1986-FLEER-BASKETBALL-57-MICHAEL-JORDAN-RC-PSA-1-HOF-ROOKIE-/134382202223,134382202223,,"Tampa,FL,USA",Graded,2022-12-24,2024-12-29,2699.99,Active,1
8,1986-87 Fleer Set-Break # 57 Michael Jordan PSA 8 NM-MT,11500.0,https://www.ebay.com/itm/1986-87-Fleer-Set-Break-57-Michael-Jordan-PSA-8-NM-MT-/356402847881,356402847881,,Canada,Graded,2024-12-23,2024-12-30,11500.0,Active,8
9,1986 FLEER BASKETBALL #57 MICHAEL JORDAN RC PSA 1 HOF ROOKIE,2999.99,https://www.ebay.com/itm/1986-FLEER-BASKETBALL-57-MICHAEL-JORDAN-RC-PSA-1-HOF-ROOKIE-/134382202223,134382202223,,"Tampa,FL,USA",Graded,2022-12-24,2024-12-30,2999.99,Active,1
10,"1986 Fleer #57 ""MICHAEL JORDAN"" (RC) BGS 7.5 HOF! 2-MINT 9 SUBGRADES GREAT CARD!",5200.0,https://www.ebay.com/itm/1986-Fleer-57-MICHAEL-JORDAN-RC-BGS-7-5-HOF-2-MINT-9-SUBGRADES-GREAT-CARD-/196633143891,196633143891,,"Bismarck,ND,USA",Graded,2024-09-13,2024-12-30,5200.0,Active,7
11,1986 fleer sticker Michael Jordan PSA 5 excellent STICKER #8,575.0,https://www.ebay.com/itm/1986-fleer-sticker-Michael-Jordan-PSA-5-excellent-STICKER-8-/116249913140,116249913140,,"Deerfield Beach,FL,USA",Graded,2024-07-12,2024-12-30,575.0,Active,5
13,1986 Fleer Michael Jordan #57 RC BGS 4.5 (8/8.5/7 Subgrades) eBay Authenticated ,3293.05,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-RC-BGS-4-5-8-8-5-7-Subgrades-eBay-Authenticated-/305978098813,305978098813,,"Sugar Land,TX,USA",Graded,2024-12-16,2024-12-30,3293.05,Active,4
14,1986 Fleer Basketball #57 Michael Jordan Rookie Card Graded BGS 8 NM MINT 9 8.5,5549.99,https://www.ebay.com/itm/1986-Fleer-Basketball-57-Michael-Jordan-Rookie-Card-Graded-BGS-8-NM-MINT-9-8-5-/375785018290,375785018290,,"Windsor,CO,USA",Graded,2024-11-12,2024-12-30,5549.99,Active,8
15,1986 Fleer Michael Jordan #57 RC BGS 4.5 (8/8.5/7 Subgrades) eBay Authenticated ,3193.05,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-RC-BGS-4-5-8-8-5-7-Subgrades-eBay-Authenticated-/305978098813,305978098813,,"Sugar Land,TX,USA",Graded,2024-12-16,2025-01-01,3193.05,Active,4
16,1986 FLEER BASKETBALL #57 MICHAEL JORDAN RC PSA 1 HOF ROOKIE,2999.99,https://www.ebay.com/itm/1986-FLEER-BASKETBALL-57-MICHAEL-JORDAN-RC-PSA-1-HOF-ROOKIE-/134382202223,134382202223,,"Tampa,FL,USA",Graded,2022-12-24,2025-01-01,2999.99,Active,1
17,1986 Fleer Basketball #57 Michael Jordan Rookie Card Graded BGS 8 NM MINT 9 8.5,5649.99,https://www.ebay.com/itm/1986-Fleer-Basketball-57-Michael-Jordan-Rookie-Card-Graded-BGS-8-NM-MINT-9-8-5-/375785018290,375785018290,,"Windsor,CO,USA",Graded,2024-11-12,2025-01-01,5649.99,Active,8
18,1986-87 Fleer Set-Break # 57 Michael Jordan PSA 8 NM-MT,11500.0,https://www.ebay.com/itm/1986-87-Fleer-Set-Break-57-Michael-Jordan-PSA-8-NM-MT-/356402847881,356402847881,,Canada,Graded,2024-12-23,2025-01-01,11500.0,Active,8
19,"1986 Fleer #57 ""MICHAEL JORDAN"" (RC) BGS 7.5 HOF! 2-MINT 9 SUBGRADES GREAT CARD!",5200.0,https://www.ebay.com/itm/1986-Fleer-57-MICHAEL-JORDAN-RC-BGS-7-5-HOF-2-MINT-9-SUBGRADES-GREAT-CARD-/196633143891,196633143891,,"Bismarck,ND,USA",Graded,2024-09-13,2025-01-01,5200.0,Active,7
20,1986 fleer sticker Michael Jordan PSA 5 excellent STICKER #8,575.0,https://www.ebay.com/itm/1986-fleer-sticker-Michael-Jordan-PSA-5-excellent-STICKER-8-/116249913140,116249913140,,"Deerfield Beach,FL,USA",Graded,2024-07-12,2025-01-01,575.0,Active,5
22,PSA 4 (VG-EX) 1986-87 Fleer Stickers #8 Michael Jordan RC Rookie Bulls Graded ,622.97,https://www.ebay.com/itm/PSA-4-VG-EX-1986-87-Fleer-Stickers-8-Michael-Jordan-RC-Rookie-Bulls-Graded-/356416932871,356416932871,,"Indianapolis,IN,USA",Graded,2024-12-29,2025-01-01,622.97,Active,4
25,1986 Fleer Michael Jordan #57 RC BGS 4.5 (8/8.5/7 Subgrades) eBay Authenticated ,3174.18,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-RC-BGS-4-5-8-8-5-7-Subgrades-eBay-Authenticated-/305978098813,305978098813,,"Sugar Land,TX,USA",Graded,2024-12-16,2025-01-02,3174.18,Active,4
26,1986-87 Fleer Set-Break # 57 Michael Jordan PSA 8 NM-MT,11500.0,https://www.ebay.com/itm/1986-87-Fleer-Set-Break-57-Michael-Jordan-PSA-8-NM-MT-/356402847881,356402847881,,Canada,Graded,2024-12-23,2025-01-02,11500.0,Active,8
27,1986 Fleer Basketball #57 Michael Jordan Rookie Card Graded BGS 8 NM MINT 9 8.5,5649.99,https://www.ebay.com/itm/1986-Fleer-Basketball-57-Michael-Jordan-Rookie-Card-Graded-BGS-8-NM-MINT-9-8-5-/375785018290,375785018290,,"Windsor,CO,USA",Graded,2024-11-12,2025-01-02,5649.99,Active,8
28,1986 FLEER BASKETBALL #57 MICHAEL JORDAN RC PSA 1 HOF ROOKIE,2999.99,https://www.ebay.com/itm/1986-FLEER-BASKETBALL-57-MICHAEL-JORDAN-RC-PSA-1-HOF-ROOKIE-/134382202223,134382202223,,"Tampa,FL,USA",Graded,2022-12-24,2025-01-02,2999.99,Active,1
29,"1986 Fleer #57 ""MICHAEL JORDAN"" (RC) BGS 7.5 HOF! 2-MINT 9 SUBGRADES GREAT CARD!",5200.0,https://www.ebay.com/itm/1986-Fleer-57-MICHAEL-JORDAN-RC-BGS-7-5-HOF-2-MINT-9-SUBGRADES-GREAT-CARD-/196633143891,196633143891,,"Bismarck,ND,USA",Graded,2024-09-13,2025-01-02,5200.0,Active,7
30,1986 fleer sticker Michael Jordan PSA 5 excellent STICKER #8,569.0,https://www.ebay.com/itm/1986-fleer-sticker-Michael-Jordan-PSA-5-excellent-STICKER-8-/116249913140,116249913140,,"Deerfield Beach,FL,USA",Graded,2024-07-12,2025-01-02,569.0,Active,5
31,PSA 4 (VG-EX) 1986-87 Fleer Stickers #8 Michael Jordan RC Rookie Bulls Graded ,591.82,https://www.ebay.com/itm/PSA-4-VG-EX-1986-87-Fleer-Stickers-8-Michael-Jordan-RC-Rookie-Bulls-Graded-/356416932871,356416932871,,"Indianapolis,IN,USA",Graded,2024-12-29,2025-01-02,591.82,Active,4
35,Michael Jordan RC 1986 Fleer BGS 9 #57,5100.0,https://www.ebay.com/itm/Michael-Jordan-RC-1986-Fleer-BGS-9-57-/365320038801,365320038801,,"Mount Pleasant,SC,USA",Graded,2025-01-02,2025-01-02,5100.0,Active,9
36,1986 Fleer Michael Jordan #57 PSA 8 PD BEAUTIFUL CARD WELL FRONT CENTERED HOF,7000.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-PSA-8-PD-BEAUTIFUL-CARD-WELL-FRONT-CENTERED-HOF-/306013248315,306013248315,,"Santa Ana,CA,USA",Graded,2025-01-01,2025-01-02,7000.0,Active,8
37,1986-87 Fleer Basketball MICHAEL JORDAN Rookie RC Chicago Bulls #57 PSA 2,1075.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-MICHAEL-JORDAN-Rookie-RC-Chicago-Bulls-57-PSA-2-/267113726077,267113726077,,"Reno,NV,USA",Graded,2025-01-02,2025-01-02,1075.0,Active,2
38,1986 FLEER STICKER MICHAEL JORDAN RC #8 EX-MT PSA 6,20.0,https://www.ebay.com/itm/1986-FLEER-STICKER-MICHAEL-JORDAN-RC-8-EX-MT-PSA-6-/267113725330,267113725330,,"Reno,NV,USA",Graded,2025-01-02,2025-01-02,20.0,Active,6
39,1986/87 Fleer Michael Jordan Graded Rookie Card #57 BGS 9 Incredible Eye Appeal,17550.0,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Graded-Rookie-Card-57-BGS-9-Incredible-Eye-Appeal-/205104643420,205104643420,,Canada,Graded,2024-11-14,2025-01-02,17550.0,Active,9
40,1986-87 Fleer Michael Jordan Rookie RC PSA 7 NM Chicago Bulls HOF,5949.99,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Rookie-RC-PSA-7-NM-Chicago-Bulls-HOF-/266786440772,266786440772,,"Brooklyn,NY,USA",Graded,2024-04-26,2025-01-02,5949.99,Active,7
41,1986 Fleer Michael Jordan #57 RC BGS 4.5 (8/8.5/7 Subgrades) eBay Authenticated ,3279.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-RC-BGS-4-5-8-8-5-7-Subgrades-eBay-Authenticated-/305978098813,305978098813,,"Sugar Land,TX,USA",Graded,2024-12-16,2025-01-03,3279.0,Active,4
42,Michael Jordan RC 1986 Fleer BGS 9 #57,5500.0,https://www.ebay.com/itm/Michael-Jordan-RC-1986-Fleer-BGS-9-57-/365320038801,365320038801,,"Mount Pleasant,SC,USA",Graded,2025-01-02,2025-01-03,5500.0,Active,9
43,1986 Fleer Michael Jordan #57 PSA 8 PD BEAUTIFUL CARD WELL FRONT CENTERED HOF,6999.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-PSA-8-PD-BEAUTIFUL-CARD-WELL-FRONT-CENTERED-HOF-/306013248315,306013248315,,"Santa Ana,CA,USA",Graded,2025-01-01,2025-01-03,6999.0,Active,8
44,1986-87 Fleer Basketball MICHAEL JORDAN Rookie RC Chicago Bulls #57 PSA 2,2008.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-MICHAEL-JORDAN-Rookie-RC-Chicago-Bulls-57-PSA-2-/267113726077,267113726077,,"Reno,NV,USA",Graded,2025-01-02,2025-01-03,2008.0,Active,2
45,1986-87 Fleer Set-Break # 57 Michael Jordan PSA 8 NM-MT,11500.0,https://www.ebay.com/itm/1986-87-Fleer-Set-Break-57-Michael-Jordan-PSA-8-NM-MT-/356402847881,356402847881,,Canada,Graded,2024-12-23,2025-01-03,11500.0,Active,8
46,1986 Fleer Basketball #57 Michael Jordan Rookie Card Graded BGS 8 NM MINT 9 8.5,5649.99,https://www.ebay.com/itm/1986-Fleer-Basketball-57-Michael-Jordan-Rookie-Card-Graded-BGS-8-NM-MINT-9-8-5-/375785018290,375785018290,,"Windsor,CO,USA",Graded,2024-11-12,2025-01-03,5649.99,Active,8
47,1986 FLEER BASKETBALL #57 MICHAEL JORDAN RC PSA 1 HOF ROOKIE,2999.99,https://www.ebay.com/itm/1986-FLEER-BASKETBALL-57-MICHAEL-JORDAN-RC-PSA-1-HOF-ROOKIE-/134382202223,134382202223,,"Tampa,FL,USA",Graded,2022-12-24,2025-01-03,2999.99,Active,1
48,1986/87 Fleer Michael Jordan Graded Rookie Card #57 BGS 9 Incredible Eye Appeal,19500.0,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Graded-Rookie-Card-57-BGS-9-Incredible-Eye-Appeal-/205104643420,205104643420,,Canada,Graded,2024-11-14,2025-01-03,19500.0,Active,9
49,"1986 Fleer #57 ""MICHAEL JORDAN"" (RC) BGS 7.5 HOF! 2-MINT 9 SUBGRADES GREAT CARD!",5200.0,https://www.ebay.com/itm/1986-Fleer-57-MICHAEL-JORDAN-RC-BGS-7-5-HOF-2-MINT-9-SUBGRADES-GREAT-CARD-/196633143891,196633143891,,"Bismarck,ND,USA",Graded,2024-09-13,2025-01-03,5200.0,Active,7
50,1986 FLEER STICKER MICHAEL JORDAN RC #8 EX-MT PSA 6,33.69,https://www.ebay.com/itm/1986-FLEER-STICKER-MICHAEL-JORDAN-RC-8-EX-MT-PSA-6-/267113725330,267113725330,,"Reno,NV,USA",Graded,2025-01-02,2025-01-03,33.69,Active,6
51,1986 fleer sticker Michael Jordan PSA 5 excellent STICKER #8,595.0,https://www.ebay.com/itm/1986-fleer-sticker-Michael-Jordan-PSA-5-excellent-STICKER-8-/116249913140,116249913140,,"Deerfield Beach,FL,USA",Graded,2024-07-12,2025-01-03,595.0,Active,5
52,PSA 4 (VG-EX) 1986-87 Fleer Stickers #8 Michael Jordan RC Rookie Bulls Graded ,591.82,https://www.ebay.com/itm/PSA-4-VG-EX-1986-87-Fleer-Stickers-8-Michael-Jordan-RC-Rookie-Bulls-Graded-/356416932871,356416932871,,"Indianapolis,IN,USA",Graded,2024-12-29,2025-01-03,591.82,Active,4
54,1986-87 Fleer Michael Jordan Rookie RC PSA 7 NM Chicago Bulls HOF,5999.99,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Rookie-RC-PSA-7-NM-Chicago-Bulls-HOF-/266786440772,266786440772,,"Brooklyn,NY,USA",Graded,2024-04-26,2025-01-03,5999.99,Active,7
57,1986 FLEER MICHAEL JORDAN ROOKIE BASKETBALL CARD CHICAGO BULLS PSA 8.5 NEW GRADE,7900.0,https://www.ebay.com/itm/1986-FLEER-MICHAEL-JORDAN-ROOKIE-BASKETBALL-CARD-CHICAGO-BULLS-PSA-8-5-NEW-GRADE-/116435593488,116435593488,,"Loveland,OH,USA",Graded,2025-01-03,2025-01-03,7900.0,Active,8
58,1986-87 Fleer Premier RC Michael Jordan BGS 8 #57 Chicago Bulls,1525.0,https://www.ebay.com/itm/1986-87-Fleer-Premier-RC-Michael-Jordan-BGS-8-57-Chicago-Bulls-/156615404648,156615404648,,Canada,Graded,2025-01-03,2025-01-03,1525.0,Active,8
59,MICHAEL JORDAN 1986/87 FLEER #8 RC ROOKIE STICKER CHICAGO BULLS SP PSA 9 MINT,2075.0,https://www.ebay.com/itm/MICHAEL-JORDAN-1986-87-FLEER-8-RC-ROOKIE-STICKER-CHICAGO-BULLS-SP-PSA-9-MINT-/296920280762,296920280762,,"Middletown,OH,USA",Graded,2025-01-03,2025-01-03,2075.0,Active,9
60,1986-87 Fleer Michael Jordan Rookie Card #57 - BGS 6 - Iconic Investment!,99.0,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Rookie-Card-57-BGS-6-Iconic-Investment-/126864804866,126864804866,,"Erlanger,KY,USA",Graded,2025-01-03,2025-01-03,99.0,Active,6
61,1986-87 Fleer Stickers Michael Jordan #8 BGS 7.5 Rookie RC HOF,255.0,https://www.ebay.com/itm/1986-87-Fleer-Stickers-Michael-Jordan-8-BGS-7-5-Rookie-RC-HOF-/335748218116,335748218116,,"Auburn,WA,USA",Graded,2025-01-03,2025-01-03,255.0,Active,7
62,1986 Fleer MICHAEL JORDAN #57 Rookie PSA 9 MINT,32999.0,https://www.ebay.com/itm/1986-Fleer-MICHAEL-JORDAN-57-Rookie-PSA-9-MINT-/196918913341,196918913341,,Australia,Graded,2024-12-30,2025-01-03,32999.0,Active,9
63,1986-87 Fleer #57 Michael Jordan RC Bulls BGS 5 EX w/ 9.5 Centering RARE Card,5500.0,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-RC-Bulls-BGS-5-EX-w-9-5-Centering-RARE-Card-/226397863352,226397863352,,"Rochester,NY,USA",Graded,2024-10-13,2025-01-03,5500.0,Active,5
64,1984-85 Michael Jordan Rookie Schedule BGS 7.5 Near Mint+ Chicago Bulls ACE,99.0,https://www.ebay.com/itm/1984-85-Michael-Jordan-Rookie-Schedule-BGS-7-5-Near-Mint-Chicago-Bulls-ACE-/276799320133,276799320133,,"Fulshear,TX,USA",Graded,2025-01-01,2025-01-03,99.0,Active,7
65,1986 Fleer Michael Jordan #57 RC BGS 4.5 (8/8.5/7 Subgrades) eBay Authenticated ,3279.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-RC-BGS-4-5-8-8-5-7-Subgrades-eBay-Authenticated-/305978098813,305978098813,,"Sugar Land,TX,USA",Graded,2024-12-16,2025-01-04,3279.0,Active,4
66,1986 FLEER MICHAEL JORDAN ROOKIE BASKETBALL CARD CHICAGO BULLS PSA 8.5 NEW GRADE,8400.0,https://www.ebay.com/itm/1986-FLEER-MICHAEL-JORDAN-ROOKIE-BASKETBALL-CARD-CHICAGO-BULLS-PSA-8-5-NEW-GRADE-/116435593488,116435593488,,"Loveland,OH,USA",Graded,2025-01-03,2025-01-04,8400.0,Active,8
67,1986 Fleer Michael Jordan #57 PSA 8 PD BEAUTIFUL CARD WELL FRONT CENTERED HOF,6999.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-PSA-8-PD-BEAUTIFUL-CARD-WELL-FRONT-CENTERED-HOF-/306013248315,306013248315,,"Santa Ana,CA,USA",Graded,2025-01-01,2025-01-04,6999.0,Active,8
68,Michael Jordan RC 1986 Fleer BGS 9 #57,5813.0,https://www.ebay.com/itm/Michael-Jordan-RC-1986-Fleer-BGS-9-57-/365320038801,365320038801,,"Mount Pleasant,SC,USA",Graded,2025-01-02,2025-01-04,5813.0,Active,9
69,1986-87 Fleer Michael Jordan Rookie Card #57 - BGS 6 - Iconic Investment!,2025.0,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Rookie-Card-57-BGS-6-Iconic-Investment-/126864804866,126864804866,,"Erlanger,KY,USA",Graded,2025-01-03,2025-01-04,2025.0,Active,6
70,1986-87 Fleer Set-Break # 57 Michael Jordan PSA 8 NM-MT,11500.0,https://www.ebay.com/itm/1986-87-Fleer-Set-Break-57-Michael-Jordan-PSA-8-NM-MT-/356402847881,356402847881,,Canada,Graded,2024-12-23,2025-01-04,11500.0,Active,8
71,1986-87 Fleer Basketball MICHAEL JORDAN Rookie RC Chicago Bulls #57 PSA 2,2008.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-MICHAEL-JORDAN-Rookie-RC-Chicago-Bulls-57-PSA-2-/267113726077,267113726077,,"Reno,NV,USA",Graded,2025-01-02,2025-01-04,2008.0,Active,2
72,1986 Fleer Basketball #57 Michael Jordan Rookie Card Graded BGS 8 NM MINT 9 8.5,5649.99,https://www.ebay.com/itm/1986-Fleer-Basketball-57-Michael-Jordan-Rookie-Card-Graded-BGS-8-NM-MINT-9-8-5-/375785018290,375785018290,,"Windsor,CO,USA",Graded,2024-11-12,2025-01-04,5649.99,Active,8
73,"1986 Fleer #57 ""MICHAEL JORDAN"" (RC) BGS 7.5 HOF! 2-MINT 9 SUBGRADES GREAT CARD!",5200.0,https://www.ebay.com/itm/1986-Fleer-57-MICHAEL-JORDAN-RC-BGS-7-5-HOF-2-MINT-9-SUBGRADES-GREAT-CARD-/196633143891,196633143891,,"Bismarck,ND,USA",Graded,2024-09-13,2025-01-04,5200.0,Active,7
74,1986-87 Fleer Premier RC Michael Jordan BGS 8 #57 Chicago Bulls,2024.0,https://www.ebay.com/itm/1986-87-Fleer-Premier-RC-Michael-Jordan-BGS-8-57-Chicago-Bulls-/156615404648,156615404648,,Canada,Graded,2025-01-03,2025-01-04,2024.0,Active,8
75,1986 FLEER BASKETBALL #57 MICHAEL JORDAN RC PSA 1 HOF ROOKIE,2999.99,https://www.ebay.com/itm/1986-FLEER-BASKETBALL-57-MICHAEL-JORDAN-RC-PSA-1-HOF-ROOKIE-/134382202223,134382202223,,"Tampa,FL,USA",Graded,2022-12-24,2025-01-04,2999.99,Active,1
76,1986/87 Fleer Michael Jordan Graded Rookie Card #57 BGS 9 Incredible Eye Appeal,19500.0,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Graded-Rookie-Card-57-BGS-9-Incredible-Eye-Appeal-/205104643420,205104643420,,Canada,Graded,2024-11-14,2025-01-04,19500.0,Active,9
77,MICHAEL JORDAN 1986/87 FLEER #8 RC ROOKIE STICKER CHICAGO BULLS SP PSA 9 MINT,3000.0,https://www.ebay.com/itm/MICHAEL-JORDAN-1986-87-FLEER-8-RC-ROOKIE-STICKER-CHICAGO-BULLS-SP-PSA-9-MINT-/296920280762,296920280762,,"Middletown,OH,USA",Graded,2025-01-03,2025-01-04,3000.0,Active,9
78,1986 Fleer MICHAEL JORDAN #57 Rookie PSA 9 MINT,33999.0,https://www.ebay.com/itm/1986-Fleer-MICHAEL-JORDAN-57-Rookie-PSA-9-MINT-/196918913341,196918913341,,Australia,Graded,2024-12-30,2025-01-04,33999.0,Active,9
79,1986 fleer sticker Michael Jordan PSA 5 excellent STICKER #8,595.0,https://www.ebay.com/itm/1986-fleer-sticker-Michael-Jordan-PSA-5-excellent-STICKER-8-/116249913140,116249913140,,"Deerfield Beach,FL,USA",Graded,2024-07-12,2025-01-04,595.0,Active,5
80,PSA 4 (VG-EX) 1986-87 Fleer Stickers #8 Michael Jordan RC Rookie Bulls Graded ,591.82,https://www.ebay.com/itm/PSA-4-VG-EX-1986-87-Fleer-Stickers-8-Michael-Jordan-RC-Rookie-Bulls-Graded-/356416932871,356416932871,,"Indianapolis,IN,USA",Graded,2024-12-29,2025-01-04,591.82,Active,4
81,1986 FLEER STICKER MICHAEL JORDAN RC #8 EX-MT PSA 6,160.5,https://www.ebay.com/itm/1986-FLEER-STICKER-MICHAEL-JORDAN-RC-8-EX-MT-PSA-6-/267113725330,267113725330,,"Reno,NV,USA",Graded,2025-01-02,2025-01-04,160.5,Active,6
82,1986-87 Fleer #57 Michael Jordan RC Bulls BGS 5 EX w/ 9.5 Centering RARE Card,6500.0,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-RC-Bulls-BGS-5-EX-w-9-5-Centering-RARE-Card-/226397863352,226397863352,,"Rochester,NY,USA",Graded,2024-10-13,2025-01-04,6500.0,Active,5
83,1986-87 Fleer Stickers Michael Jordan #8 BGS 7.5 Rookie RC HOF,525.23,https://www.ebay.com/itm/1986-87-Fleer-Stickers-Michael-Jordan-8-BGS-7-5-Rookie-RC-HOF-/335748218116,335748218116,,"Auburn,WA,USA",Graded,2025-01-03,2025-01-04,525.23,Active,7
84,1986-87 Fleer Michael Jordan Rookie RC PSA 7 NM Chicago Bulls HOF,5999.99,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Rookie-RC-PSA-7-NM-Chicago-Bulls-HOF-/266786440772,266786440772,,"Brooklyn,NY,USA",Graded,2024-04-26,2025-01-04,5999.99,Active,7
87,1984-85 Michael Jordan Rookie Schedule BGS 7.5 Near Mint+ Chicago Bulls ACE,100.0,https://www.ebay.com/itm/1984-85-Michael-Jordan-Rookie-Schedule-BGS-7-5-Near-Mint-Chicago-Bulls-ACE-/276799320133,276799320133,,"Fulshear,TX,USA",Graded,2025-01-01,2025-01-04,100.0,Active,7
89,1986-87 Fleer Basketball MICHAEL JORDAN #57 RC Rookie Card PSA 1 Nice Eye Appeal,2244.95,https://www.ebay.com/itm/1986-87-Fleer-Basketball-MICHAEL-JORDAN-57-RC-Rookie-Card-PSA-1-Nice-Eye-Appeal-/326374793281,326374793281,,"Princeton,WV,USA",Graded,2024-12-17,2025-01-04,2244.95,Active,1
90,MICHAEL JORDAN PSA 9 1986 FLEER STICKER BASKETBALL #8 ROOKIE CARD RC MINT BULLS,1575.0,https://www.ebay.com/itm/MICHAEL-JORDAN-PSA-9-1986-FLEER-STICKER-BASKETBALL-8-ROOKIE-CARD-RC-MINT-BULLS-/176770973686,176770973686,,"Portsmouth,NH,USA",Graded,2025-01-04,2025-01-04,1575.0,Active,9
92,1986-87 Fleer Sticker Set-Break #  8 Michael Jordan PSA 6 EX-MT,3.25,https://www.ebay.com/itm/1986-87-Fleer-Sticker-Set-Break-8-Michael-Jordan-PSA-6-EX-MT-/326392990242,326392990242,,"Los Angeles,CA,USA",Graded,2025-01-04,2025-01-04,3.25,Active,6
93,1986 FLEER STICKER #8 MICHAEL JORDAN PSA 5,202.5,https://www.ebay.com/itm/1986-FLEER-STICKER-8-MICHAEL-JORDAN-PSA-5-/326393160180,326393160180,,"Westlake,OH,USA",Graded,2025-01-03,2025-01-04,202.5,Active,5
94,1986 Fleer MICHAEL JORDAN #57 Rookie RC PSA 8 eBay Authenticated New Label,9999.0,https://www.ebay.com/itm/1986-Fleer-MICHAEL-JORDAN-57-Rookie-RC-PSA-8-eBay-Authenticated-New-Label-/286205899587,286205899587,,"Rochester,MA,USA",Graded,2024-12-09,2025-01-04,9999.0,Active,8
95,1986 Fleer #8 Michael Jordan Rookie PSA 8.5 NM-MT+ Chicago Bulls Sticker Card,405.0,https://www.ebay.com/itm/1986-Fleer-8-Michael-Jordan-Rookie-PSA-8-5-NM-MT-Chicago-Bulls-Sticker-Card-/226527085387,226527085387,,"Indianapolis,IN,USA",Graded,2025-01-04,2025-01-04,405.0,Active,8
96,1996 Fleer Michael Jordan Decade of Excellence Rookie Ultra #U-4 PSA 9 GEM MINT,80.0,https://www.ebay.com/itm/1996-Fleer-Michael-Jordan-Decade-Excellence-Rookie-Ultra-U-4-PSA-9-GEM-MINT-/365322750177,365322750177,,"Elgin,IL,USA",Graded,2025-01-04,2025-01-04,80.0,Active,9
97,1986-87 Fleer Basketball MICHAEL JORDAN #57 RC Rookie Card PSA 1 Nice Eye Appeal,2132.7,https://www.ebay.com/itm/1986-87-Fleer-Basketball-MICHAEL-JORDAN-57-RC-Rookie-Card-PSA-1-Nice-Eye-Appeal-/326374793281,326374793281,,"Princeton,WV,USA",Graded,2024-12-17,2025-01-05,2132.7,Active,1
