,title,price,url,item_id,bid_count,location,condition,start_time,date,sold_amount,date_sold,rating
97,1986 Fleer #57 Michael Jordan RookiePSA 6 = FRESHLY GRADED! LOOKS NICER- UNDER G,5999.0,https://www.ebay.com/itm/1986-Fleer-57-Michael-Jordan-RookiePSA-6-FRESHLY-GRADED-LOOKS-NICER-UNDER-G-/135484569327,135484569327,,"Casa Grande,AZ,USA",Graded,2025-01-07,2025-01-09,5999.0,Active,6
98,1986 Fleer Basketball BGS 8.5 Michael Jordan #57 Rookie RC GOAT (3) 9 Subgrades,8949.0,https://www.ebay.com/itm/1986-Fleer-Basketball-BGS-8-5-Michael-Jordan-57-Rookie-RC-GOAT-3-9-Subgrades-/306021045648,306021045648,,"Bellmore,NY,USA",Graded,2025-01-05,2025-01-09,8949.0,Active,8
99,1986 FLEER STICKER #8 MICHAEL JORDAN ROOKIE PSA 5,124.5,https://www.ebay.com/itm/1986-FLEER-STICKER-8-MICHAEL-JORDAN-ROOKIE-PSA-5-/306025852434,306025852434,,"New Castle,DE,USA",Graded,2025-01-09,2025-01-09,124.5,Active,5
100,"1986-87 Fleer #57 Michael Jordan Rookie RC BGS 8.5 (2 x 8.5, 2 x 9.5) HUGE SUBS!",7799.0,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-Rookie-RC-BGS-8-5-2-x-8-5-2-x-9-5-HUGE-SUBS-/196861736337,196861736337,,"Boston,MA,USA",Graded,2024-11-30,2025-01-09,7799.0,Active,8
103,1986/87 Fleer Basketball #57 Michael Jordan Rookie PSA 7 (NM),5898.95,https://www.ebay.com/itm/1986-87-Fleer-Basketball-57-Michael-Jordan-Rookie-PSA-7-NM-/375775488669,375775488669,,"Tonawanda,NY,USA",Graded,2024-11-08,2025-01-09,5898.95,Active,7
104,1986 Fleer Michael Jordan # 57 PSA 5,4500.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-PSA-5-/315723089993,315723089993,,"Williamston,MI,USA",Graded,2024-09-03,2025-01-09,4500.0,Active,5
105,1986-87 Fleer Stickers Michael Jordan BGS 6 Rookie Card RC BULLS HOF #8,649.99,https://www.ebay.com/itm/1986-87-Fleer-Stickers-Michael-Jordan-BGS-6-Rookie-Card-RC-BULLS-HOF-8-/226528125028,226528125028,,"Littleton,CO,USA",Graded,2025-01-04,2025-01-09,649.99,Active,6
107,Michael Jordan 1986-87 Fleer #57 Rookie Card BGS 5.5 Excellent+ RC,4000.0,https://www.ebay.com/itm/Michael-Jordan-1986-87-Fleer-57-Rookie-Card-BGS-5-5-Excellent-RC-/164827856927,164827856927,,"Erie,PA,USA",Graded,2021-04-22,2025-01-09,4000.0,Active,5
108,1986-87 Fleer Rookie Michael Jordan #57 BGS 6.5 BG6,4249.5,https://www.ebay.com/itm/1986-87-Fleer-Rookie-Michael-Jordan-57-BGS-6-5-BG6-/256775870570,256775870570,,"Orlando,FL,USA",Graded,2025-01-08,2025-01-09,4249.5,Active,6
109,1986 FLEER BASKETBALL STICKER #8 MICHAEL JORDAN RC BGS 7  WITH 8 & 8.5 SUBS,799.0,https://www.ebay.com/itm/1986-FLEER-BASKETBALL-STICKER-8-MICHAEL-JORDAN-RC-BGS-7-8-8-5-SUBS-/256755924909,256755924909,,"Banner,KY,USA",Graded,2024-12-19,2025-01-09,799.0,Active,7
110,1986 FLEER STICKER #8 MICHAEL JORDAN RC BULLS HOF PSA 5,599.99,https://www.ebay.com/itm/1986-FLEER-STICKER-8-MICHAEL-JORDAN-RC-BULLS-HOF-PSA-5-/405428239192,405428239192,,"Brooklyn,NY,USA",Graded,2024-12-18,2025-01-09,599.99,Active,5
111,1986 Fleer Michael Jordan #57 Rookie Card RC PSA 8,7999.99,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-Rookie-Card-RC-PSA-8-/286249912805,286249912805,,"Beach Haven,NJ,USA",Graded,2025-01-06,2025-01-09,7999.99,Active,8
112,1986 FLEER #57 MICHAEL JORDAN ROOKIE RC PSA 4,3450.0,https://www.ebay.com/itm/1986-FLEER-57-MICHAEL-JORDAN-ROOKIE-RC-PSA-4-/306024612106,306024612106,,"New Castle,DE,USA",Graded,2025-01-07,2025-01-09,3450.0,Active,4
115,1986-87 Fleer Rookie RC Michael Jordan #57 BGS 4.5 R6220J,3350.0,https://www.ebay.com/itm/1986-87-Fleer-Rookie-RC-Michael-Jordan-57-BGS-4-5-R6220J-/256774271780,256774271780,,"Orlando,FL,USA",Graded,2025-01-07,2025-01-09,3350.0,Active,4
117,1986 FLEER STICKER #8 MICHAEL JORDAN ROOKIE RC PSA 6,700.0,https://www.ebay.com/itm/1986-FLEER-STICKER-8-MICHAEL-JORDAN-ROOKIE-RC-PSA-6-/306025116447,306025116447,,"New Castle,DE,USA",Graded,2025-01-07,2025-01-09,700.0,Active,6
118,1986 FLEER STICKER #8 MICHAEL JORDAN ROOKIE RC PSA 6 Chicago Bulls HOF,674.99,https://www.ebay.com/itm/1986-FLEER-STICKER-8-MICHAEL-JORDAN-ROOKIE-RC-PSA-6-Chicago-Bulls-HOF-/186879059356,186879059356,,"Corpus Christi,TX,USA",Graded,2025-01-06,2025-01-09,674.99,Active,6
119,1986 FLEER STICKER #8 MICHAEL JORDAN ROOKIE RC PSA 9 ,2600.0,https://www.ebay.com/itm/1986-FLEER-STICKER-8-MICHAEL-JORDAN-ROOKIE-RC-PSA-9-/305965282349,305965282349,,"New Castle,DE,USA",Graded,2024-12-11,2025-01-09,2600.0,Active,9
121,"Michael Jordan Rookie RC Bulls Fleer 1986 #57 BGS 8.5 (9, 9, 8.5, 8.5) Subs",11000.0,https://www.ebay.com/itm/Michael-Jordan-Rookie-RC-Bulls-Fleer-1986-57-BGS-8-5-9-9-8-5-8-5-Subs-/364426636839,364426636839,,"Fort Lauderdale,FL,USA",Graded,2023-08-18,2025-01-09,11000.0,Active,8
122,1986 Fleer Basketball #57 Michael Jordan Rookie Card RC Chicago Bulls PSA 9 (OC),13500.0,https://www.ebay.com/itm/1986-Fleer-Basketball-57-Michael-Jordan-Rookie-Card-RC-Chicago-Bulls-PSA-9-OC-/276609547303,276609547303,,"Denver,CO,USA",Graded,2024-08-25,2025-01-09,13500.0,Active,9
123,1986 Fleer #57 Michael Jordan Rookie RC BGS 8.5,9000.0,https://www.ebay.com/itm/1986-Fleer-57-Michael-Jordan-Rookie-RC-BGS-8-5-/276809612199,276809612199,,"Chicago,IL,USA",Graded,2025-01-08,2025-01-09,9000.0,Active,8
124,1986 Fleer Basketball Michael Jordan ROOKIE RC #57 BGS 9 Mint  Chicago Bulls,14999.99,https://www.ebay.com/itm/1986-Fleer-Basketball-Michael-Jordan-ROOKIE-RC-57-BGS-9-Mint-Chicago-Bulls-/186754355792,186754355792,,"Salisbury,NC,USA",Graded,2024-10-30,2025-01-09,14999.99,Active,9
125,1986 Fleer Michael Jordan Rookie BGS 6 Chicago Bulls MVP All-Star Champion GOAT,4000.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-Rookie-BGS-6-Chicago-Bulls-MVP-All-Star-Champion-GOAT-/126866839920,126866839920,,"Bakersfield,CA,USA",Graded,2025-01-04,2025-01-09,4000.0,Active,6
126,"MICHAEL JORDAN "" 1986 "" FLEER STICKER #8 "" ROOKIE "" PSA 8 $$$ !!",8349.95,https://www.ebay.com/itm/MICHAEL-JORDAN-1986-FLEER-STICKER-8-ROOKIE-PSA-8-/126873761086,126873761086,,"Marshalltown,IA,USA",Graded,2025-01-09,2025-01-09,8349.95,Active,8
127,1986 Fleer Michael Jordan Rookie Card RC Jersey Fusion Patch Graded BGS 6.5,8000.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-Rookie-Card-RC-Jersey-Fusion-Patch-Graded-BGS-6-5-/176720119419,176720119419,,"Overland Park,KS,USA",Graded,2024-12-05,2025-01-09,8000.0,Active,6
128,1986   FLEER   #57   MICHAEL JORDAN    BULLS   ROOKIE    HOF   PSA 9   MINT,21000.0,https://www.ebay.com/itm/1986-FLEER-57-MICHAEL-JORDAN-BULLS-ROOKIE-HOF-PSA-9-MINT-/356187255369,356187255369,,"Jersey City,NJ,USA",Graded,2024-10-24,2025-01-09,21000.0,Active,9
129,1986 Fleer #57 Michael Jordan Rookie BGS 9.5 - 10 Centering With 9.5 Sub Grades,85000.0,https://www.ebay.com/itm/1986-Fleer-57-Michael-Jordan-Rookie-BGS-9-5-10-Centering-9-5-Sub-Grades-/156550542028,156550542028,,"Pawtucket,RI,USA",Graded,2024-11-29,2025-01-09,85000.0,Active,9
130,1986-87 Fleer Basketball #57 Michael Jordan RC Rookie HOF BGS 9 w/ (2) 9.5's,15995.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-BGS-9-w-2-9-5s-/175293148721,175293148721,,"San Antonio,TX,USA",Graded,2022-05-24,2025-01-09,15995.0,Active,9
131,"1986 Fleer Michael Jordan RC #57 BGS 7.5 (7.5, 8.5, 8, 7)",5500.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-RC-57-BGS-7-5-7-5-8-5-8-7-/226393943345,226393943345,,"Enumclaw,WA,USA",Graded,2024-10-11,2025-01-09,5500.0,Active,7
132,1986 Fleer #57 Michael Jordan PSA 5,4500.0,https://www.ebay.com/itm/1986-Fleer-57-Michael-Jordan-PSA-5-/365007365350,365007365350,,"Schererville,IN,USA",Graded,2024-07-13,2025-01-09,4500.0,Active,5
133,1986 Fleer #57 Michael Jordan Rookie RC PSA 8 (Well Centered),8650.0,https://www.ebay.com/itm/1986-Fleer-57-Michael-Jordan-Rookie-RC-PSA-8-Well-Centered-/235284866414,235284866414,,"Lake Oswego,OR,USA",Graded,2023-11-06,2025-01-09,8650.0,Active,8
134,1986-87 Fleer #57 Michael Jordan PSA 5 EX Rookie RC,4699.99,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-PSA-5-EX-Rookie-RC-/167093936778,167093936778,,"Lynbrook,NY,USA",Graded,2024-11-15,2025-01-09,4699.99,Active,5
135,1986 Fleer Michael Jordan # 57 PSA 5.5,4800.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-PSA-5-5-/315723099120,315723099120,,"Williamston,MI,USA",Graded,2024-09-03,2025-01-09,4800.0,Active,5
136,1986 FLEER STICKER MICHAEL JORDAN RC #8 PSA 10 GEM MINT,65000.0,https://www.ebay.com/itm/1986-FLEER-STICKER-MICHAEL-JORDAN-RC-8-PSA-10-GEM-MINT-/126863669890,126863669890,,"Portland,OR,USA",Graded,2025-01-03,2025-01-09,65000.0,Active,10
137,1986-87 Fleer Michael Jordan Rookie #57 BGS 9 High Subs Possible 9 Crossover ,16999.99,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Rookie-57-BGS-9-High-Subs-Possible-9-Crossover-/387714042284,387714042284,,"Irvine,CA,USA",Graded,2024-12-10,2025-01-09,16999.99,Active,9
138,2006-07 Fleer Michael Jordan #57 1986 20th Anniversary RC Rookie Card BGS 9.5,785.0,https://www.ebay.com/itm/2006-07-Fleer-Michael-Jordan-57-1986-20th-Anniversary-RC-Rookie-Card-BGS-9-5-/276639094335,276639094335,,"Warsaw,IN,USA",Graded,2024-09-13,2025-01-09,785.0,Active,9
139,"MICHAEL JORDAN "" 1986 "" FLEER STICKER #8 "" ROOKIE "" PSA 7 $$$ !!!",1059.95,https://www.ebay.com/itm/MICHAEL-JORDAN-1986-FLEER-STICKER-8-ROOKIE-PSA-7-/116434624387,116434624387,,"Marshalltown,IA,USA",Graded,2025-01-02,2025-01-09,1059.95,Active,7
140,1986 FLEER STICKER #8 MICHAEL JORDAN PSA 8 NM-MT,1399.99,https://www.ebay.com/itm/1986-FLEER-STICKER-8-MICHAEL-JORDAN-PSA-8-NM-MT-/356292256184,356292256184,,"Johnston,RI,USA",Graded,2024-11-22,2025-01-09,1399.99,Active,8
141,1986 Fleer Basketball Sticker #8 Michael Jordan Rookie Year PSA 7 NR MINT,530.0,https://www.ebay.com/itm/1986-Fleer-Basketball-Sticker-8-Michael-Jordan-Rookie-Year-PSA-7-NR-MINT-/286254458785,286254458785,,"Carlsbad,CA,USA",Graded,2025-01-08,2025-01-09,530.0,Active,7
142,Michael Jordan 1986 Fleer Rookie Card PSA 1 Chicago Bulls RC #57 PR The Goat,3969.0,https://www.ebay.com/itm/Michael-Jordan-1986-Fleer-Rookie-Card-PSA-1-Chicago-Bulls-RC-57-PR-Goat-/143976485959,143976485959,,"Huron,OH,USA",Graded,2021-03-13,2025-01-09,3969.0,Active,1
145,1986-87 FLEER STICKERS MICHAEL JORDAN ROOKIE RC BGS 5.5,599.99,https://www.ebay.com/itm/1986-87-FLEER-STICKERS-MICHAEL-JORDAN-ROOKIE-RC-BGS-5-5-/306025836369,306025836369,,"New Castle,DE,USA",Graded,2025-01-07,2025-01-09,599.99,Active,5
146,"Michael Jordan Rookie Fleer 1986 #57 BGS 8.5 (9,9,8.5,8.5) .5 away from Mint 9",11900.0,https://www.ebay.com/itm/Michael-Jordan-Rookie-Fleer-1986-57-BGS-8-5-9-9-8-5-8-5-5-away-Mint-9-/305727452965,305727452965,,"Portland,OR,USA",Graded,2024-08-14,2025-01-09,11900.0,Active,8
147,1986 FLEER STICKER #8 MICHAEL JORDAN ROOKIE RC PSA 6,725.0,https://www.ebay.com/itm/1986-FLEER-STICKER-8-MICHAEL-JORDAN-ROOKIE-RC-PSA-6-/306015343913,306015343913,,"Amelia Court House,VA,USA",Graded,2025-01-02,2025-01-09,725.0,Active,6
